machine_id,timestamp,vibration,sound,temperature,state,health_score,risk_level,trend,anomaly,probable_fault,recommendation,vibration_mean,vibration_std,sound_mean,sound_std,temperature_mean,temperature_change,vibration_change,sound_change
M001,2026-08-17 11:22:08,0.272,260.493,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1958,0.10426547313894897,247.00280000000004,15.049492466894382,28.0,0.0,-0.02899999999999997,9.49799999999999
M001,2026-08-17 11:22:10,0.345,235.346,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2197,0.10869227714566988,244.59790000000004,14.768073435248375,28.0,0.0,0.07299999999999995,-25.14699999999999
M001,2026-08-17 11:22:12,0.35,240.037,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.22399999999999998,0.11328332229905295,243.42889999999997,14.602800602395874,28.0,0.0,0.0050000000000000044,4.6910000000000025
M001,2026-08-17 11:22:14,0.096,236.754,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2142,0.12019502670428774,244.6873,13.237108714603128,28.0,0.0,-0.254,-3.2830000000000155
M001,2026-08-17 11:22:16,0.171,241.18,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2132,0.12054303058336563,243.68740000000003,13.068836590233351,28.0,0.0,0.07500000000000001,4.426000000000016
M001,2026-08-17 11:22:18,0.314,248.387,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.23609999999999998,0.11511197447123678,244.97909999999996,12.802022830179778,28.0,0.0,0.143,7.206999999999994
M001,2026-08-17 11:22:20,0.303,229.055,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2318,0.11129021120975156,244.67960000000002,13.167908921988246,28.0,0.0,-0.01100000000000001,-19.331999999999994
M001,2026-08-17 11:22:22,0.204,258.53,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.24430000000000002,0.09850668336040284,247.1941,13.172289587952754,28.0,0.0,-0.099,29.474999999999966
M001,2026-08-17 11:22:25,0.381,233.926,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2737,0.08983447742004921,243.4703,10.668762419637371,28.0,0.0,0.17700000000000002,-24.603999999999985
M001,2026-08-17 11:22:28,0.143,229.196,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.25789999999999996,0.09802091613528206,241.29039999999995,11.175455816704359,28.0,0.0,-0.23800000000000002,-4.72999999999999
M001,2026-08-17 11:22:29,0.166,239.803,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2473,0.10197826565826008,239.2214,8.911180345810306,28.0,0.0,0.02300000000000002,10.607
M001,2026-08-17 11:22:31,0.078,227.833,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2206,0.10831251081938781,238.4701,9.56680969056853,28.0,0.0,-0.08800000000000001,-11.969999999999999
M001,2026-08-17 11:22:33,0.223,260.404,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.20789999999999997,0.09845072089347262,240.50680000000003,11.836262330463777,28.0,0.0,0.14500000000000002,32.571
M001,2026-08-17 11:22:35,0.313,229.694,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.22960000000000003,0.09489666894985185,239.80080000000004,12.286952110990672,28.0,0.0,0.09,-30.710000000000008
M001,2026-08-17 11:22:37,0.163,247.769,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.22879999999999998,0.09547751335029393,240.45969999999997,12.543131170751066,28.0,0.0,-0.15,18.075000000000017
M001,2026-08-17 11:22:39,0.123,218.8,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2097,0.09564407398730405,237.50100000000003,13.88337422162848,28.0,0.0,-0.04000000000000001,-28.968999999999994
M001,2026-08-17 11:22:41,0.274,243.359,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2068,0.09290114220084825,238.9314,13.651428595978937,28.0,0.0,0.15100000000000002,24.558999999999997
M001,2026-08-17 11:22:43,0.284,223.988,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.21480000000000002,0.09602522816658364,235.47719999999998,12.459439213347924,28.0,0.0,0.009999999999999953,-19.37100000000001
M001,2026-08-17 11:22:45,0.045,239.273,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.18119999999999997,0.09000469123575976,236.01190000000003,12.500139843217786,28.0,0.0,-0.239,15.284999999999997
M001,2026-08-17 11:22:47,0.34,232.132,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2009,0.10153537971236103,236.30550000000002,12.35590990623968,28.0,0.0,0.29500000000000004,-7.140999999999991
M001,2026-08-17 11:22:50,0.024,260.09,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1867,0.11587545996552603,238.33419999999995,14.477301327710697,28.0,0.0,-0.316,27.95799999999997
M001,2026-08-17 11:22:52,0.193,261.673,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1982,0.10941541634218342,241.71820000000002,15.6568767553856,28.0,0.0,0.169,1.5830000000000268
M001,2026-08-17 11:22:54,0.04,245.099,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1799,0.11963318937485537,240.18770000000004,14.318156663248725,28.0,0.0,-0.153,-16.574000000000012
M001,2026-08-17 11:22:56,0.165,235.705,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1651,0.11011352727475811,240.78879999999998,13.95011007363982,28.0,0.0,0.125,-9.393999999999977
M001,2026-08-17 11:22:58,0.063,233.705,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1551,0.11476783327899663,239.38240000000002,13.87694955432691,28.0,0.0,-0.10200000000000001,-2.0
M001,2026-08-17 11:23:00,0.005,251.565,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1433,0.12412005836644173,242.6589,12.249959595851752,28.0,0.0,-0.058,17.859999999999985
M001,2026-08-17 11:23:02,0.24,229.692,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1399,0.12055653353417968,241.2922,12.90790135967546,28.0,0.0,0.235,-21.87299999999999
M001,2026-08-17 11:23:04,0.178,230.133,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1293,0.11073898239654469,241.9067,12.114461340343082,28.0,0.0,-0.062,0.4410000000000025
M001,2026-08-17 11:23:06,0.354,250.991,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.16019999999999998,0.12658049700574822,243.0785,12.394884879121186,28.0,0.0,0.176,20.858000000000004
M001,2026-08-17 11:23:08,0.581,232.589,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1843,0.177369701784468,243.12420000000003,12.350804758305351,28.0,0.0,0.22699999999999998,-18.402000000000015
M001,2026-08-17 11:23:10,0.282,250.188,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2101,0.17007609408079016,242.13399999999996,11.181012397015875,28.0,0.0,-0.299,17.59899999999999
M001,2026-08-17 11:23:12,0.064,264.108,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1972,0.17629571117238724,242.3775,11.669649982849641,28.0,0.0,-0.21799999999999997,13.920000000000016
M001,2026-08-17 11:23:15,0.027,244.365,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1959,0.17762660586497483,242.30409999999998,11.652926646698406,28.0,0.0,-0.037000000000000005,-19.742999999999995
M001,2026-08-17 11:23:17,0.085,235.258,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1879,0.1809434841171255,242.2594,11.68187446146096,28.0,0.0,0.05800000000000001,-9.107
M001,2026-08-17 11:23:19,0.411,228.762,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.22269999999999998,0.18759533872437,241.7651,12.178097100486982,28.0,0.0,0.32599999999999996,-6.496000000000009
M001,2026-08-17 11:23:21,0.197,253.913,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2419,0.17201708571469806,241.99989999999997,12.408494245206946,28.0,0.0,-0.21399999999999997,25.15100000000001
M001,2026-08-17 11:23:23,0.25,223.001,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.24289999999999998,0.1720338790923333,241.3308,13.294666497843767,28.0,0.0,0.05299999999999999,-30.912000000000006
M001,2026-08-17 11:23:25,0.336,285.855,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2587,0.17266541183585218,246.90300000000002,18.670395306176285,28.0,0.0,0.08600000000000002,62.85400000000001
M001,2026-08-17 11:23:27,0.344,225.781,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2577,0.17208011699980527,244.382,19.7290695787826,28.0,0.0,0.007999999999999952,-60.07400000000001
M001,2026-08-17 11:23:29,0.375,265.269,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2371,0.13804061399135806,247.65,20.258110469088134,28.0,0.0,0.031000000000000028,39.488
M001,2026-08-17 11:23:31,0.295,258.338,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2384,0.13857063982757037,248.465,20.533628266280132,28.0,0.0,-0.08000000000000002,-6.930999999999983
M001,2026-08-17 11:23:33,0.269,241.479,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2589,0.12433596958777994,246.20210000000003,19.853806214706328,28.0,0.0,-0.025999999999999968,-16.85900000000001
M001,2026-08-17 11:23:35,0.042,239.721,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2604,0.12128039138019527,245.73770000000005,19.955605277994245,28.0,0.0,-0.227,-1.7580000000000098
M001,2026-08-17 11:23:37,0.05,250.271,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2569,0.12726215287961917,247.23899999999998,19.641858132287012,28.0,0.0,0.008,10.549999999999983
M001,2026-08-17 11:23:39,0.266,247.334,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2424,0.11546735950523473,249.09620000000004,18.548258066160535,28.0,0.0,0.21600000000000003,-2.9369999999999834
M001,2026-08-17 11:23:42,0.253,269.904,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.248,0.11437365664056275,250.69530000000003,19.66534647009529,28.0,0.0,-0.013000000000000012,22.569999999999993
M001,2026-08-17 11:23:44,0.202,234.522,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2432,0.11528399715485238,251.84740000000002,18.140993181190506,28.0,0.0,-0.05099999999999999,-35.382000000000005
M001,2026-08-17 11:23:46,0.15,265.609,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2246,0.1136409550587581,249.8228,14.73369316151854,28.0,0.0,-0.05200000000000002,31.08699999999999
M001,2026-08-17 11:23:48,0.043,255.648,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1945,0.11827017093643412,252.8095,12.112695206545357,28.0,0.0,-0.107,-9.960999999999984
M001,2026-08-17 11:23:50,0.333,266.289,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1903,0.1117119808555317,252.9115,12.23297095966471,28.0,0.0,0.29000000000000004,10.640999999999991
M001,2026-08-17 11:23:52,0.144,243.128,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.17520000000000002,0.10604904525737145,251.39050000000003,12.42732547654564,28.0,0.0,-0.18900000000000003,-23.161
M001,2026-08-17 11:23:54,0.024,240.635,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1507,0.11019079413050407,251.30609999999996,12.504743459539236,28.0,0.0,-0.12,-2.492999999999995
M001,2026-08-17 11:23:56,0.006,228.774,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1471,0.11463512162993997,250.21139999999997,14.019093283407795,28.0,0.0,-0.018000000000000002,-11.86099999999999
M001,2026-08-17 11:23:58,0.206,238.667,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1627,0.11049288564327478,249.05100000000002,14.486081925612476,28.0,0.0,0.19999999999999998,9.893
M001,2026-08-17 11:24:00,0.22,237.823,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1581,0.10660357509118651,248.0999,14.91715309784161,28.0,0.0,0.014000000000000012,-0.8439999999999941
M001,2026-08-17 11:24:02,0.032,216.826,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.136,0.10764654094664537,242.79209999999998,15.718367687729822,28.0,0.0,-0.188,-20.997000000000014
M001,2026-08-17 11:24:04,0.35,242.563,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1508,0.12628873443203262,243.5962,15.451702206121784,28.0,0.0,0.31799999999999995,25.736999999999995
M001,2026-08-17 11:24:07,0.096,261.155,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1454,0.12747566216515394,243.15079999999998,14.79699741163734,28.0,0.0,-0.254,18.591999999999985
M001,2026-08-17 11:24:09,0.425,247.988,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1836,0.14882816340404875,242.38479999999996,14.266943640613668,28.0,0.0,0.32899999999999996,-13.166999999999973
M001,2026-08-17 11:24:11,0.117,218.276,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.162,0.1401578475227921,237.58350000000002,13.379959186534789,28.0,0.0,-0.308,-29.71199999999999
M001,2026-08-17 11:24:13,0.148,234.472,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.16240000000000002,0.1401064674532273,236.71789999999996,13.260874317161713,28.0,0.0,0.030999999999999986,16.195999999999998
M001,2026-08-17 11:24:15,0.226,243.703,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1826,0.13227849409484527,237.0247,13.39636673836949,28.0,0.0,0.07800000000000001,9.230999999999995
M001,2026-08-17 11:24:17,0.311,270.374,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2131,0.12178072279488429,241.18470000000002,16.620634885921593,28.0,0.0,0.08499999999999999,26.67100000000002
M001,2026-08-17 11:24:19,0.071,249.842,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1996,0.12986933604374998,242.3022,16.80717936412235,28.0,0.0,-0.24,-20.53200000000001
M001,2026-08-17 11:24:21,0.063,252.981,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1839,0.13645223014341362,243.81799999999998,17.040241730158186,28.0,0.0,-0.007999999999999993,3.1389999999999816
M001,2026-08-17 11:24:23,0.17,239.272,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.19770000000000001,0.1259577089520306,246.06259999999997,14.3567417550858,28.0,0.0,0.10700000000000001,-13.709000000000003
M001,2026-08-17 11:24:25,0.083,242.809,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.171,0.11814303948086738,246.0872,14.350288288238582,28.0,0.0,-0.08700000000000001,3.537000000000006
M001,2026-08-17 11:24:27,0.223,221.207,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.18370000000000003,0.11599142688626225,242.0924,15.22344117325508,28.0,0.0,0.14,-21.602000000000004
M001,2026-08-17 11:24:29,0.196,243.782,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1608,0.08011630434700688,241.67180000000002,15.100059071260553,28.0,0.0,-0.026999999999999996,22.575000000000017
M001,2026-08-17 11:24:32,0.262,238.513,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1753,0.0843195640933283,243.69549999999998,12.79655769034097,28.0,0.0,0.066,-5.2690000000000055
M001,2026-08-17 11:24:34,0.059,274.467,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1664,0.09187938953988666,247.69500000000002,15.547844638048417,28.0,0.0,-0.203,35.95399999999998
M001,2026-08-17 11:24:36,0.031,243.679,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.14689999999999998,0.09829372083483037,247.69260000000003,15.548531157493866,28.0,0.0,-0.027999999999999997,-30.787999999999982
M001,2026-08-17 11:24:38,0.151,225.743,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1309,0.0799186391831649,243.2295,14.696778968725008,28.0,0.0,0.12,-17.936000000000007
M001,2026-08-17 11:24:40,0.298,216.687,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.15360000000000001,0.09229445631600348,239.914,16.649362870692748,28.0,0.0,0.147,-9.055999999999983
M001,2026-08-17 11:24:42,0.321,237.307,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1794,0.09990128460969196,238.3466,16.00796360287946,28.0,0.0,0.02300000000000002,20.619999999999976
M001,2026-08-17 11:24:44,0.093,244.582,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1717,0.10360507280587722,238.87760000000003,16.129677018189593,28.0,0.0,-0.228,7.275000000000006
M001,2026-08-17 11:24:46,0.301,274.035,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1935,0.10577990777500657,242.0002,19.62022450771997,28.0,0.0,0.208,29.45300000000003
M001,2026-08-17 11:24:48,0.208,242.211,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.192,0.10542084971937744,244.10060000000004,18.221322541340335,28.0,0.0,-0.093,-31.824000000000012
M001,2026-08-17 11:24:50,0.343,246.373,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.20670000000000002,0.11578049154422444,244.35969999999998,18.234705384391525,28.0,0.0,0.13500000000000004,4.161999999999978
M001,2026-08-17 11:24:52,0.249,249.53,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.20539999999999997,0.11516191500086595,245.4614,18.17492471755772,28.0,0.0,-0.09400000000000003,3.1570000000000107
M001,2026-08-17 11:24:54,0.118,239.219,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2113,0.1081244653165971,241.9366,15.078872535217462,28.0,0.0,-0.131,-10.311000000000007
M001,2026-08-17 11:24:56,0.365,225.944,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2447,0.09728429129789319,240.1631,15.873198399608558,28.0,0.0,0.247,-13.275000000000006
M001,2026-08-17 11:24:59,0.74,242.881,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.3036,0.17858343832630294,241.87689999999998,15.046972522736997,28.0,0.0,0.375,16.937000000000012
M001,2026-08-17 11:25:01,0.08,233.189,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2818,0.19213467498953263,243.52709999999996,12.69916612704253,28.0,0.0,-0.66,-9.692000000000007
M001,2026-08-17 11:25:03,0.3,261.689,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.27969999999999995,0.1917730429439967,245.9653,13.675347479233563,28.0,0.0,0.21999999999999997,28.50000000000003
M001,2026-08-17 11:25:05,0.145,232.336,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2849,0.1867883234513811,244.74069999999998,14.34489458580229,28.0,0.0,-0.155,-29.35300000000001
M001,2026-08-17 11:25:07,0.253,233.628,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2801,0.18694529800036278,240.7,10.2958866112207,28.0,0.0,0.10800000000000001,1.2919999999999732
M001,2026-08-17 11:25:09,0.135,259.957,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2728,0.19144468304621745,242.47459999999995,11.977313770439421,28.0,0.0,-0.118,26.329000000000008
M001,2026-08-17 11:25:11,0.113,244.112,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.24980000000000002,0.19583938997726344,242.2485,11.916733102379007,28.0,0.0,-0.022000000000000006,-15.844999999999999
M001,2026-08-17 11:25:13,0.224,219.638,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2473,0.19601023215921948,239.2593,13.527494849380009,28.0,0.0,0.111,-24.47399999999999
M001,2026-08-17 11:25:15,0.221,247.202,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2576,0.1911056717572186,240.0576,13.758432090903474,28.0,0.0,-0.0030000000000000027,27.563999999999993
M001,2026-08-17 11:25:17,0.142,241.835,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2353,0.19018940851454139,241.6467,12.833823107970163,28.0,0.0,-0.07900000000000001,-5.36699999999999
M001,2026-08-17 11:25:19,0.186,270.622,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.1799,0.06877087561848652,244.4208,15.788361907852735,28.0,0.0,0.04400000000000001,28.787000000000006
M001,2026-08-17 11:25:21,0.321,254.651,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.20400000000000001,0.07202314442825543,246.567,15.548823685411113,28.0,0.0,0.135,-15.971000000000004
M001,2026-08-17 11:25:24,0.284,232.266,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2024,0.0697968480663705,243.6247,15.148031357609247,28.0,0.0,-0.03700000000000003,-22.38500000000002
M001,2026-08-17 11:25:26,0.171,258.853,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.20500000000000002,0.0678789772724631,246.27640000000002,15.27276781435221,28.0,0.0,-0.11299999999999996,26.587000000000018
M001,2026-08-17 11:25:28,0.337,238.361,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.21339999999999998,0.07879819512879442,246.7497,14.906181924512671,28.0,0.0,0.166,-20.49200000000002
M001,2026-08-17 11:25:30,0.055,260.038,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.20539999999999997,0.09079060156939892,246.7578,14.914176043840582,28.0,0.0,-0.28200000000000003,21.67700000000002
M001,2026-08-17 11:25:32,0.092,240.248,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.20329999999999998,0.09337148029957189,246.3714,15.039865588938456,28.0,0.0,0.037,-19.79000000000002
M001,2026-08-17 11:25:34,0.307,259.116,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2116,0.09893903846982413,250.3192,12.14576706145446,28.0,0.0,0.215,18.867999999999995
M001,2026-08-17 11:25:36,0.358,228.782,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2253,0.10932525376650683,248.47719999999998,13.935890218345543,28.0,0.0,0.05099999999999999,-30.333999999999975
M001,2026-08-17 11:25:38,0.279,241.525,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.23900000000000002,0.1062680050103929,248.4462,13.952642042120798,28.0,0.0,-0.07899999999999996,12.742999999999995
M001,2026-08-17 11:25:40,0.189,241.931,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2393,0.10610586956222336,245.57710000000003,11.644981546190312,28.0,0.0,-0.09000000000000002,0.4060000000000059
M001,2026-08-17 11:25:42,0.191,229.221,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2263,0.1028991415578057,243.03410000000002,12.20641094261545,28.0,0.0,0.0020000000000000018,-12.710000000000008
M001,2026-08-17 11:25:44,0.174,229.395,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2153,0.10192050278961978,242.747,12.517618783139316,28.0,0.0,-0.017000000000000015,0.1740000000000066
M001,2026-08-17 11:25:46,0.082,221.034,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.2064,0.10980002023881621,238.96509999999998,12.82029847503137,28.0,0.0,-0.09199999999999998,-8.361000000000018
M001,2026-08-17 11:25:49,0.173,237.411,28.0,NORMAL,100.0,LOW,STABLE,0,NONE,Continue normal monitoring.,0.19,0.09992997548283503,238.8701,12.828789311977724,28.0,0.0,0.09099999999999998,16.37700000000001
